emp_no,last_name,first_name,birth_date,titles,from_date,to_date
463472,Sethi,Jaber,1965-01-11,Technique Leader,2000-06-11,9999-01-01
408163,Sethi,Irene,1965-01-21,Senior Engineer,2000-08-12,9999-01-01
430054,Setiz,Erzsebet,1965-01-22,Engineer/Senior Engineer,1993-06-10,9999-01-01
205500,Setiz,Mary,1965-01-04,Senior Engineer,1989-01-13,9999-01-01
14158,Setiz,Caolyn,1965-01-22,Senior Staff/Staff,1990-02-06,9999-01-01
404462,Setlzner,Anestis,1965-01-09,Senior Engineer/Engineer,1985-07-13,9999-01-01
286370,Seuren,Toshimitsu,1965-01-06,Staff/Senior Staff,1995-01-19,9999-01-01
63419,Seuren,Hiroyasu,1965-01-14,Senior Engineer,1989-03-05,9999-01-01
244624,Seuren,Boaz,1965-01-31,Senior Staff/Staff,1987-03-27,9999-01-01
473268,Sgarro,Hugo,1965-01-01,Senior Staff,1992-04-24,9999-01-01
474796,Shackel,Zongyan,1965-01-10,Technique Leader,1987-08-17,9999-01-01
415363,Shackell,Conal,1965-01-19,Staff/Senior Staff,1995-02-23,9999-01-01
246902,Shanbhogue,Shih,1965-01-27,Staff,1998-04-19,9999-01-01
290478,Sherertz,Tsvetan,1965-01-03,Assistant Engineer/Engineer,1989-08-07,9999-01-01
34533,Shigei,Erzsebet,1965-01-10,Senior Engineer,1995-01-16,9999-01-01
282191,Shinomoto,Alper,1965-01-16,Engineer,1997-10-20,9999-01-01
89806,Shinomoto,Xiadong,1965-01-27,Engineer/Senior Engineer,1997-05-24,9999-01-01
299718,Shobatake,Denny,1965-01-15,Staff/Senior Staff,1997-06-22,9999-01-01
224390,Shobatake,True,1965-01-24,Senior Staff,1996-05-17,9999-01-01
278536,Shobatake,Munenori,1965-01-14,Senior Staff/Staff,1992-01-10,9999-01-01
401333,Shokrollahi,Martins,1965-01-30,Engineer/Senior Engineer,1986-11-04,9999-01-01
292110,Showalter,Menkae,1965-01-23,Senior Engineer/Engineer,1996-08-09,9999-01-01
69052,Shrader,Shietung,1965-01-26,Senior Staff,1995-08-05,9999-01-01
206966,Sichman,Tzu,1965-01-21,Engineer/Senior Engineer,1987-11-17,9999-01-01
34077,Sichman,Angel,1965-01-08,Staff/Senior Staff,1988-11-16,9999-01-01
299346,Sichman,Fumitake,1965-01-09,Senior Staff,1991-02-21,9999-01-01
31147,Sidhu,Divine,1965-01-04,Senior Staff,1989-07-05,9999-01-01
13499,Sidou,Kazuhiko,1965-01-16,Technique Leader,1991-09-01,9999-01-01
60845,Siegrist,Bedir,1965-01-14,Engineer,1997-05-13,9999-01-01
72194,Siepmann,Feiyu,1965-01-26,Senior Engineer,1998-10-01,9999-01-01
457776,Siepmann,Florian,1965-01-15,Engineer/Senior Engineer,1987-12-21,9999-01-01
231069,Siksek,Trygve,1965-01-22,Staff,1995-11-09,9999-01-01
296428,Simmen,Charmane,1965-01-03,Staff/Senior Staff,1989-03-07,9999-01-01
41609,Simmen,Yucai,1965-01-04,Senior Staff,1987-10-13,9999-01-01
486808,Siochi,Geoffrey,1965-01-05,Senior Engineer,1998-12-27,9999-01-01
30154,Skafidas,Mayuko,1965-01-26,Technique Leader,1999-04-19,9999-01-01
20129,Skafidas,Rafael,1965-01-10,Engineer/Senior Engineer,1991-03-28,9999-01-01
205789,Skafidas,Limsoon,1965-01-31,Senior Staff,1999-08-10,9999-01-01
434845,Skogmar,Takushi,1965-01-11,Senior Staff/Staff,1985-06-07,9999-01-01
444070,Skrikant,Heping,1965-01-15,Staff/Senior Staff,1990-11-27,9999-01-01
467918,Skrikant,Tsuneo,1965-01-03,Staff,1997-10-21,9999-01-01
220131,Slaats,Reinhard,1965-01-09,Engineer/Senior Engineer,1994-06-08,9999-01-01
293080,Slaats,Hideyuki,1965-01-12,Senior Staff,1987-05-30,9999-01-01
63566,Slaats,Heekeun,1965-01-31,Senior Staff,1999-01-12,9999-01-01
403010,Sluis,Toshimitsu,1965-01-16,Senior Engineer,1985-02-18,9999-01-01
228766,Smailagic,Nahla,1965-01-11,Engineer/Senior Engineer,1993-02-12,9999-01-01
418566,Snedden,Kazuhide,1965-01-27,Senior Engineer,1996-06-14,9999-01-01
475087,Snedden,Genevieve,1965-01-31,Senior Engineer,1988-10-21,9999-01-01
50670,Snedden,Boguslaw,1965-01-30,Staff/Senior Staff,1985-02-20,9999-01-01
264030,Solares,Zdislav,1965-01-15,Assistant Engineer/Engineer,1990-12-14,9999-01-01
408437,Solares,Uno,1965-01-29,Staff/Senior Staff,1994-09-22,9999-01-01
276563,Solares,Gift,1965-01-01,Senior Staff,1995-08-01,9999-01-01
420759,Solovay,Raimond,1965-01-04,Staff,1997-10-03,9999-01-01
250411,Sommen,Ranga,1965-01-27,Staff/Senior Staff,1989-01-20,9999-01-01
472143,Sommen,Yahiko,1965-01-25,Senior Staff,1996-08-14,9999-01-01
251680,Sommen,Moty,1965-01-05,Senior Engineer,1990-08-14,9999-01-01
281692,Sommen,Khosrow,1965-01-06,Senior Engineer,1990-03-03,9999-01-01
45162,Speel,Dulce,1965-01-11,Senior Engineer/Engineer,1987-10-19,9999-01-01
435791,Speer,Hercules,1965-01-07,Engineer/Senior Engineer,1994-03-07,9999-01-01
215746,Speer,Sven,1965-01-08,Staff,1999-07-08,9999-01-01
287334,Speer,Elliott,1965-01-05,Engineer,1998-08-08,9999-01-01
404573,Spelt,Eberhardt,1965-01-31,Staff,1997-07-05,9999-01-01
217286,Spelt,Yannik,1965-01-05,Technique Leader,1992-09-22,9999-01-01
476122,Spieker,Khun,1965-01-04,Engineer,1995-05-07,9999-01-01
296687,Spieker,Palash,1965-01-02,Senior Staff/Staff,1991-05-11,9999-01-01
235793,Spinelli,Jayesh,1965-01-03,Senior Engineer,1999-01-16,9999-01-01
205174,Spinelli,Leszek,1965-01-05,Staff,1998-12-10,9999-01-01
60959,Sridhar,Tetsushi,1965-01-09,Staff/Senior Staff,1989-10-19,9999-01-01
50311,Stafford,Mooi,1965-01-24,Senior Engineer,1996-10-06,9999-01-01
91333,Stafford,Lobel,1965-01-27,Staff,1998-11-29,9999-01-01
105432,Stafford,Mohamadou,1965-01-08,Engineer/Senior Engineer,1995-09-12,9999-01-01
34936,Stamatiou,Bokyung,1965-01-12,Technique Leader,1991-02-12,9999-01-01
458134,Standera,Thanasis,1965-01-11,Staff/Senior Staff,1985-03-20,9999-01-01
212361,Stanfel,Claudi,1965-01-16,Senior Engineer/Engineer,1996-01-07,9999-01-01
32552,Stanger,Atreye,1965-01-17,Assistant Engineer/Engineer,1993-09-10,9999-01-01
265039,Staudhammer,Navid,1965-01-03,Staff/Senior Staff,1992-10-18,9999-01-01
470472,Staudhammer,Zhiguo,1965-02-01,Senior Engineer/Engineer,1985-12-03,9999-01-01
425437,Staudhammer,Moni,1965-01-03,Engineer,1999-03-23,9999-01-01
276027,Stavenow,Holgard,1965-01-04,Staff/Senior Staff,1986-02-28,9999-01-01
281848,Staylopatis,Parke,1965-01-29,Senior Engineer/Engineer,1993-07-31,9999-01-01
240340,Staylopatis,Mack,1965-01-14,Engineer/Senior Engineer,1985-04-02,9999-01-01
29679,Steenbeek,Kolar,1965-01-17,Senior Engineer,1986-10-18,9999-01-01
293280,Steenbeek,Moti,1965-01-24,Senior Engineer/Engineer,1987-01-22,9999-01-01
108316,Stellhorn,Shai,1965-01-02,Senior Engineer,1992-05-21,9999-01-01
60559,Stemann,Jeanna,1965-01-19,Engineer/Senior Engineer,1988-08-29,9999-01-01
210752,Stenning,Saniya,1965-01-25,Senior Staff/Staff,1986-12-10,9999-01-01
466367,Strandh,Hiroyasu,1965-01-05,Senior Staff/Staff,1989-06-05,9999-01-01
432121,Straney,Alair,1965-01-06,Staff/Senior Staff,1986-11-15,9999-01-01
469735,Stranks,Arif,1965-01-30,Senior Engineer,1992-11-16,9999-01-01
423204,Stranks,Uma,1965-01-08,Staff/Senior Staff,1991-09-13,9999-01-01
423038,Strehl,Takushi,1965-01-20,Senior Staff,1988-10-04,9999-01-01
246798,Strooper,Tianruo,1965-01-09,Staff/Senior Staff,2001-12-07,9999-01-01
39952,Sudbeck,Otmar,1965-01-02,Staff,1998-07-22,9999-01-01
248953,Sudbeck,Percy,1965-01-29,Assistant Engineer,1996-08-29,9999-01-01
242104,Sudkamp,Richara,1965-01-05,Staff/Senior Staff,1989-09-05,9999-01-01
12408,Sudkamp,Rasiah,1965-01-10,Senior Engineer,1995-04-18,9999-01-01
216502,Suermann,Xiaocheng,1965-01-26,Engineer,1997-12-15,9999-01-01
222952,Suermann,Gopalakrishnan,1965-01-28,Engineer/Senior Engineer,1991-04-30,9999-01-01
440325,Sullins,Douadi,1965-01-10,Senior Staff,1999-09-25,9999-01-01
58147,Sullins,Shigenori,1965-01-09,Senior Staff,1988-02-24,9999-01-01
233397,Sundgren,Fay,1965-01-16,Staff/Senior Staff,1990-07-07,9999-01-01
28974,Sundgren,Chenxi,1965-01-09,Senior Engineer,1986-09-02,9999-01-01
238252,Suppi,Uno,1965-01-09,Staff,1996-12-27,9999-01-01
101487,Sury,Abdelaziz,1965-01-14,Staff/Senior Staff,1991-01-31,9999-01-01
244605,Suwa,Masoud,1965-01-22,Staff/Senior Staff,1998-10-10,9999-01-01
103310,Swen,Visit,1965-01-07,Staff/Senior Staff,1995-10-02,9999-01-01
276184,Swick,Mari,1965-01-10,Senior Staff,1991-04-08,9999-01-01
16528,Swick,Gaurav,1965-01-21,Assistant Engineer/Engineer,1996-05-07,9999-01-01
288606,Swiss,Susumu,1965-01-21,Senior Staff/Staff,1991-11-15,9999-01-01
438557,Swist,Lidong,1965-01-30,Engineer,1999-09-16,9999-01-01
264322,Swist,Leandro,1965-01-03,Senior Staff/Staff,1991-01-06,9999-01-01
298953,Syang,Zita,1965-02-01,Staff,1998-12-29,9999-01-01
448994,Syang,Haldun,1965-01-12,Staff,1997-02-11,9999-01-01
55640,Syrotiuk,Adit,1965-01-25,Engineer/Senior Engineer,1993-07-16,9999-01-01
72918,Szilard,Takahira,1965-01-22,Staff/Senior Staff,1988-01-16,9999-01-01
267227,Tagansky,Susuma,1965-01-10,Engineer/Senior Engineer,1995-01-22,9999-01-01
71710,Takanami,Hitomi,1965-01-31,Assistant Engineer,1997-12-15,9999-01-01
453644,Takkinen,Berni,1965-01-07,Staff/Senior Staff,1992-06-08,9999-01-01
35642,Talmon,Ashish,1965-01-30,Senior Engineer/Engineer,1999-02-28,9999-01-01
448900,Talmor,Mart,1965-01-16,Staff,1999-05-11,9999-01-01
483978,Tanemo,Dung,1965-01-24,Staff/Senior Staff,1990-01-28,9999-01-01
63294,Tanemo,Tetsushi,1965-01-23,Engineer/Senior Engineer,1997-03-01,9999-01-01
65171,Tasistro,Jeane,1965-01-25,Technique Leader,1994-07-06,9999-01-01
96579,Tasistro,Mohan,1965-01-18,Engineer,1996-02-10,9999-01-01
229386,Tasistro,Pohua,1965-01-03,Technique Leader,1994-11-04,9999-01-01
413098,Taubenfeld,Hsiangchu,1965-01-26,Senior Staff/Staff,1993-04-17,9999-01-01
85874,Taubman,Pasqua,1965-01-30,Senior Staff,1986-06-23,9999-01-01
14075,Tchuente,Denny,1965-01-03,Assistant Engineer/Engineer,1991-05-30,9999-01-01
268191,Teitelbaum,LiMin,1965-01-07,Engineer/Senior Engineer,1990-11-01,9999-01-01
267059,Tempesti,Moie,1965-01-09,Senior Staff/Staff,1991-06-29,9999-01-01
102620,Templeman,Adin,1965-01-03,Engineer,1999-08-12,9999-01-01
229248,Terekhov,Harjit,1965-01-27,Staff,1995-10-19,9999-01-01
201739,Terekhov,Genta,1965-01-16,Assistant Engineer,1998-07-21,9999-01-01
297474,Terkki,Irena,1965-01-13,Staff,1998-03-11,9999-01-01
234195,Terkki,Luerbio,1965-01-07,Staff/Senior Staff,1991-05-14,9999-01-01
253838,Terlouw,Stafford,1965-01-28,Assistant Engineer,1999-02-21,9999-01-01
423214,Tetzlaff,Tsutomu,1965-01-31,Senior Staff/Staff,1987-09-24,9999-01-01
82351,Thambidurai,Stevo,1965-01-26,Senior Staff,1989-10-27,9999-01-01
437395,Thambidurai,Sumant,1965-01-21,Senior Staff/Staff,1996-08-24,9999-01-01
89090,Theuretzbacher,Tetsushi,1965-01-26,Staff/Senior Staff,1990-02-01,9999-01-01
66702,Thibadeau,Deniz,1965-02-01,Senior Engineer/Engineer,1994-09-27,9999-01-01
253029,Thimonier,Thodoros,1965-01-13,Engineer,1995-04-05,9999-01-01
203720,Thimonier,Sasan,1965-01-30,Senior Staff,1996-08-21,9999-01-01
431657,Thiran,Visit,1965-01-31,Engineer/Senior Engineer,1986-11-14,9999-01-01
421755,Thiria,Shichao,1965-01-03,Senior Engineer/Assistant Engineer/Engineer,1989-01-11,9999-01-01
106242,Thisen,Nevio,1965-02-01,Senior Staff/Staff,1988-03-25,9999-01-01
452956,Thombley,Gou,1965-01-17,Senior Engineer,1990-11-07,9999-01-01
33025,Thorelli,Jessie,1965-01-12,Senior Staff,1999-12-16,9999-01-01
87783,Thorensen,Conor,1965-01-26,Senior Engineer,1988-02-24,9999-01-01
29130,Thorensen,Xumin,1965-01-06,Staff,1998-04-26,9999-01-01
86422,Thummel,Jaewon,1965-02-01,Staff/Senior Staff,1985-09-14,9999-01-01
292515,Thummel,Bernd,1965-01-04,Engineer/Assistant Engineer,1989-08-03,9999-01-01
41114,Thummel,Petter,1965-01-25,Technique Leader,1995-12-24,9999-01-01
246364,Tiemann,Alper,1965-01-06,Engineer,1998-10-29,9999-01-01
240236,Tischendorf,True,1965-01-24,Senior Engineer/Engineer,1986-01-19,9999-01-01
292828,Tokunaga,Ziya,1965-01-10,Senior Engineer/Engineer,1986-01-08,9999-01-01
423633,Tokunaga,Mariusz,1965-01-30,Senior Engineer,1985-02-11,9999-01-01
264167,Tomescu,Baoqiu,1965-01-25,Senior Engineer,1996-05-01,9999-01-01
406239,Tomescu,Marek,1965-01-09,Engineer/Senior Engineer,1995-05-15,9999-01-01
479407,Tomescu,Randi,1965-01-18,Senior Engineer/Assistant Engineer/Engineer,1986-11-25,9999-01-01
66643,Tomescu,Jianhao,1965-01-18,Engineer,1996-08-26,9999-01-01
278452,Toyoshima,Sudhanshu,1965-01-07,Senior Staff/Staff,1987-08-29,9999-01-01
458111,Tramer,Florian,1965-01-23,Engineer,1999-11-07,9999-01-01
291352,Trelles,Danai,1965-01-07,Technique Leader,1997-08-26,9999-01-01
286986,Trelles,Woody,1965-01-01,Senior Engineer,1996-05-23,9999-01-01
58990,Trelles,Palash,1965-01-04,Engineer,1998-11-18,9999-01-01
46328,Trogemann,Wuxu,1965-01-05,Senior Staff,1997-01-27,9999-01-01
90614,Trogemann,Yonghoan,1965-01-29,Assistant Engineer/Engineer,1988-09-23,9999-01-01
20500,Trystram,Christoph,1965-01-30,Staff/Senior Staff,1993-10-15,9999-01-01
253893,Trystram,Huiqun,1965-01-04,Senior Engineer,1993-05-10,9999-01-01
251645,Tsunoo,Bezalel,1965-01-06,Senior Staff/Staff,1992-06-17,9999-01-01
488482,Tsunoo,Kensyu,1965-01-30,Engineer,1999-12-05,9999-01-01
409798,Tsunoo,Dekang,1965-01-15,Technique Leader,1995-01-19,9999-01-01
250748,Turnbull,Kish,1965-01-27,Engineer/Senior Engineer,1987-02-10,9999-01-01
271219,Tyugu,Odoardo,1965-01-16,Engineer,1994-11-07,9999-01-01
432034,Uehara,Arfst,1965-01-24,Senior Staff,1994-07-10,9999-01-01
422783,Uhrig,Jagoda,1965-01-18,Engineer,1995-09-01,9999-01-01
401420,Uhrig,Florian,1965-01-06,Senior Staff,1987-01-31,9999-01-01
44959,Uhrik,Volkmar,1965-01-21,Senior Engineer/Engineer,1988-01-16,9999-01-01
61253,Uhrik,Cheong,1965-01-09,Engineer/Senior Engineer,2002-05-09,9999-01-01
41520,Uhrik,Xiong,1965-01-20,Senior Engineer,1988-03-21,9999-01-01
222206,Uludag,Stein,1965-01-21,Senior Staff/Staff,1988-01-30,9999-01-01
37070,Undy,Jeong,1965-01-22,Staff/Senior Staff,1985-02-13,9999-01-01
69936,Unni,Lalit,1965-01-23,Assistant Engineer,1999-01-31,9999-01-01
22455,Unno,Barry,1965-01-06,Senior Staff/Staff,1990-11-16,9999-01-01
84922,Unno,Parke,1965-01-22,Engineer,1996-07-01,9999-01-01
47139,Usdin,Marco,1965-01-25,Engineer,1996-10-29,9999-01-01
233426,Usery,Etsuo,1965-01-12,Engineer/Senior Engineer,1995-03-02,9999-01-01
440937,Usery,Fabrizio,1965-01-18,Senior Staff/Staff,1992-10-13,9999-01-01
478833,Valiente,Pradeep,1965-01-30,Engineer/Senior Engineer,1992-09-19,9999-01-01
445950,Valtorta,Ebru,1965-01-23,Engineer/Senior Engineer,1992-12-09,9999-01-01
416892,Vandervoorde,Shooichi,1965-01-03,Engineer,1996-08-16,9999-01-01
431882,Varman,Hideo,1965-01-21,Engineer,1997-06-19,9999-01-01
465409,Varman,Shahid,1965-01-30,Staff/Senior Staff,1985-08-27,9999-01-01
491478,Varman,Gill,1965-01-16,Staff/Senior Staff,1988-06-18,9999-01-01
53431,Vasanthakumar,Sham,1965-01-12,Senior Staff,1993-05-24,9999-01-01
276186,Vecchi,Sajjad,1965-01-30,Staff/Senior Staff,1993-06-02,9999-01-01
96767,Vecchio,Arumugam,1965-01-07,Senior Engineer/Engineer,1985-08-14,9999-01-01
289909,Vecchio,Hilari,1965-01-09,Senior Staff/Staff,1993-04-24,9999-01-01
30007,Vecchio,Kousuke,1965-01-24,Engineer/Senior Engineer,1990-02-23,9999-01-01
424685,Veevers,Changho,1965-01-10,Senior Staff,1997-03-03,9999-01-01
249504,Velardi,Dmitry,1965-01-07,Senior Engineer/Engineer,1995-10-20,9999-01-01
27767,Veldwijk,Tooru,1965-01-27,Staff/Senior Staff,1993-11-21,9999-01-01
72232,Veldwijk,Naraig,1965-01-10,Engineer/Senior Engineer,1989-07-10,9999-01-01
429532,Vendrig,Bartek,1965-01-25,Senior Staff/Staff,1992-06-06,9999-01-01
39000,Vendrig,Martijn,1965-01-08,Staff/Senior Staff,1997-03-03,9999-01-01
459429,Verhaegen,Mohit,1965-01-14,Senior Staff/Staff,1992-05-27,9999-01-01
492217,Verhaegen,Heekeun,1965-01-16,Senior Engineer,1991-09-28,9999-01-01
466509,Verhoeff,Bezalel,1965-01-26,Engineer/Senior Engineer,1988-03-22,9999-01-01
41357,Vernadat,Willard,1965-01-06,Engineer,1997-03-04,9999-01-01
286779,Versino,Sigeru,1965-01-24,Engineer,1998-08-31,9999-01-01
409391,Verspoor,Willard,1965-01-06,Engineer,1999-02-28,9999-01-01
214634,Vickson,Shirish,1965-01-12,Engineer/Senior Engineer,1989-10-24,9999-01-01
29380,Vidal,Satoru,1965-01-30,Assistant Engineer,1998-05-02,9999-01-01
216573,Vidya,Ashish,1965-01-29,Engineer/Senior Engineer,1989-06-16,9999-01-01
84508,Vidya,Tommaso,1965-01-17,Engineer,1998-05-02,9999-01-01
426958,Viele,Weijing,1965-01-19,Engineer/Senior Engineer,1985-10-03,9999-01-01
47702,Vieri,Juyoung,1965-01-21,Senior Staff/Staff,1991-08-12,9999-01-01
425535,Vieri,Alagu,1965-01-18,Senior Staff/Staff,1986-08-23,9999-01-01
207980,Vieth,Remko,1965-01-07,Staff/Senior Staff,1990-11-22,9999-01-01
477350,Vigier,Terresa,1965-01-01,Staff,1998-07-08,9999-01-01
490557,Vigier,Luise,1965-01-27,Engineer/Senior Engineer,1994-07-01,9999-01-01
447999,Vilarrasa,Shiv,1965-01-05,Senior Engineer/Engineer,1990-08-01,9999-01-01
71141,Vitiello,Sajjad,1965-01-02,Staff/Senior Staff,1992-02-17,9999-01-01
262328,Vural,Mayuko,1965-01-03,Staff,1997-12-24,9999-01-01
58384,Vural,Mariusz,1965-01-22,Senior Engineer/Engineer,1993-11-14,9999-01-01
72190,Waeselynck,Sajjad,1965-01-19,Engineer,1999-09-13,9999-01-01
424984,Waleschkowski,Vasilis,1965-01-11,Engineer,1996-05-26,9999-01-01
107828,Walston,Ramya,1965-01-26,Staff/Senior Staff,1989-02-03,9999-01-01
109703,Walston,Arco,1965-01-17,Engineer,1999-08-16,9999-01-01
93220,Walston,Richara,1965-01-11,Senior Engineer,1996-08-27,9999-01-01
35044,Waschkowski,Jiang,1965-01-04,Engineer/Senior Engineer,1989-05-27,9999-01-01
43154,Waterhouse,Maha,1965-01-13,Staff/Senior Staff,1997-07-04,9999-01-01
274369,Waymire,Ranga,1965-01-29,Senior Staff,1997-01-27,9999-01-01
450255,Waymire,Udo,1965-01-31,Technique Leader,1986-06-14,9999-01-01
89941,Weedman,Arnould,1965-01-23,Senior Staff,1989-07-28,9999-01-01
80067,Weiland,Kazuhisa,1965-01-19,Senior Staff/Staff,1985-11-09,9999-01-01
274071,Weiland,Mingsen,1965-01-01,Staff,1995-10-12,9999-01-01
74200,Weiland,Holgard,1965-01-16,Senior Engineer,1991-09-24,9999-01-01
459356,Wendorf,Pramod,1965-01-21,Engineer,1998-12-25,9999-01-01
52970,Werthner,Lobel,1965-01-22,Engineer/Senior Engineer,1988-03-17,9999-01-01
278549,Werthner,Jaana,1965-01-02,Staff/Senior Staff,1989-07-27,9999-01-01
408447,Werthner,Mayuri,1965-01-13,Staff/Senior Staff,2001-02-20,9999-01-01
61147,Werthner,Leszek,1965-01-30,Staff,1999-03-03,9999-01-01
414814,Wielonsky,Dayanand,1965-01-28,Staff,1999-02-28,9999-01-01
469366,Wilfing,Aiman,1965-01-12,Engineer/Senior Engineer,1990-12-30,9999-01-01
82098,Wilharm,Poornachandra,1965-01-25,Engineer/Senior Engineer,1991-04-20,9999-01-01
414897,Willoner,Juyoung,1965-01-17,Staff/Senior Staff,1989-11-03,9999-01-01
109252,Winter,Moty,1965-01-15,Technique Leader,1991-04-28,9999-01-01
245164,Winter,Filipp,1965-01-23,Engineer/Senior Engineer,1996-10-24,9999-01-01
429249,Wolniewicz,Alassane,1965-01-28,Engineer/Senior Engineer,1993-11-09,9999-01-01
444099,Worfolk,Kousuke,1965-01-28,Staff/Senior Staff,1988-03-22,9999-01-01
204246,Worfolk,Arve,1965-01-09,Senior Staff/Staff,1985-04-01,9999-01-01
86546,Woycyznski,Oldrich,1965-01-09,Senior Engineer/Engineer,1985-05-15,9999-01-01
24377,Wroclawski,Lubomir,1965-01-25,Engineer/Senior Engineer,1993-07-25,9999-01-01
44962,Wynblatt,Sariel,1965-01-16,Assistant Engineer,1996-05-18,9999-01-01
416720,Xiaoshan,Tokuyasu,1965-01-14,Engineer/Senior Engineer,1991-09-19,9999-01-01
275495,Yamaashi,Shen,1965-01-13,Staff,1995-02-19,9999-01-01
205699,Yetto,Youjian,1965-01-31,Senior Staff/Staff,1994-12-07,9999-01-01
89161,Yetto,Conal,1965-01-07,Staff/Senior Staff,1991-01-12,9999-01-01
19350,Yoshizawa,Satoru,1965-01-19,Senior Staff/Staff,1994-03-27,9999-01-01
229098,Yurek,Berry,1965-01-08,Senior Staff,1995-08-16,9999-01-01
52770,Yurek,Shugo,1965-01-31,Staff/Senior Staff,1992-08-28,9999-01-01
405063,Yurov,Yechezkel,1965-01-26,Senior Engineer,2001-11-16,9999-01-01
471911,Zaccaria,Arun,1965-01-14,Assistant Engineer/Engineer,1990-05-31,9999-01-01
94761,Zaccaria,Hitofumi,1965-01-27,Engineer/Senior Engineer,1988-11-22,9999-01-01
222878,Zallocco,Annemarie,1965-01-10,Engineer/Senior Engineer,1996-12-01,9999-01-01
424805,Zallocco,Jacqueline,1965-01-24,Staff/Senior Staff,1987-12-17,9999-01-01
58454,Zambonelli,Ziya,1965-01-25,Engineer,1999-06-29,9999-01-01
219497,Zastre,Moie,1965-01-22,Technique Leader,1991-10-11,9999-01-01
286026,Zaumen,Utpal,1965-01-21,Senior Staff/Staff,1991-02-25,9999-01-01
417435,Zaumen,Bouchung,1965-01-03,Senior Staff,1999-01-29,9999-01-01
455175,Zaumen,Soenke,1965-01-14,Staff/Senior Staff,1992-02-22,9999-01-01
210292,Zeilberger,Lihong,1965-01-18,Staff,1996-04-28,9999-01-01
270794,Zhang,Dannz,1965-02-01,Senior Staff,1991-06-26,9999-01-01
220582,Zielinski,Poornachandra,1965-01-08,Staff/Senior Staff,1996-02-13,9999-01-01
457832,Zielinski,Jackson,1965-02-01,Senior Engineer,1997-09-12,9999-01-01
471397,Zirintsis,Nigel,1965-02-01,Engineer,1999-07-23,9999-01-01
251814,Zockler,Mitsuyuki,1965-01-01,Technique Leader,1998-09-14,9999-01-01
482354,Zockler,Jayson,1965-01-23,Staff,1999-11-06,9999-01-01
258124,Zolotykh,Mariusz,1965-01-17,Senior Staff,1990-07-28,9999-01-01
263649,Zongker,Mechthild,1965-01-17,Senior Staff,1993-07-26,9999-01-01
447376,Zongker,Kirk,1965-01-07,Staff,1999-12-10,9999-01-01
292404,Zultner,Hongzue,1965-01-28,Senior Staff,1990-02-22,9999-01-01
488693,Zultner,Jiong,1965-01-27,Senior Engineer,1993-03-10,9999-01-01
31341,Zultner,Oksana,1965-01-01,Senior Staff/Staff,1991-03-23,9999-01-01
425540,Zumaque,Paddy,1965-01-03,Senior Staff,1995-11-12,9999-01-01
104133,Zyda,Pranjal,1965-01-31,Senior Staff/Staff,1991-07-03,9999-01-01
221126,dAstous,Tesuya,1965-01-23,Engineer/Senior Engineer,1988-11-29,9999-01-01
